measurement_id,taxon_source,taxon_normalized,taxonomic_status,locality_source,voucher_source,herbarium_source,display_organ,source_variable,source_state_code,visible_hue,source_doi,source_sheet,source_cell,source_xlsx_sha256
Z2023_S4_R8,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G8,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R8,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H8,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R9,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G9,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R9,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H9,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R10,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G10,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R10,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H10,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R11,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G11,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R11,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H11,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R12,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G12,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R12,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H12,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R13,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G13,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R13,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H13,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R14,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G14,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R14,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H14,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R15,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G15,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R15,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H15,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R16,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G16,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R16,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H16,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R17,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G17,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R17,E. acuminatum,Epimedium acuminatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang233,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H17,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R18,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Wufeng, Hunan",C. Zhang Zhang167,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G18,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R18,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Wufeng, Hunan",C. Zhang Zhang167,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H18,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R19,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Wufeng, Hunan",C. Zhang Zhang167,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G19,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R19,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Wufeng, Hunan",C. Zhang Zhang167,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H19,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R20,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Wufeng, Hunan",C. Zhang Zhang167,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G20,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R20,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Wufeng, Hunan",C. Zhang Zhang167,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H20,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R21,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Wufeng, Hunan",C. Zhang Zhang167,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G21,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R21,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Wufeng, Hunan",C. Zhang Zhang167,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H21,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R22,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Wufeng, Hunan",C. Zhang Zhang167,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G22,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R22,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Wufeng, Hunan",C. Zhang Zhang167,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H22,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R23,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Suining, Hunan",C. Zhang Zhang204,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G23,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R23,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Suining, Hunan",C. Zhang Zhang204,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H23,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R24,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Suining, Hunan",C. Zhang Zhang204,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G24,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R24,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Suining, Hunan",C. Zhang Zhang204,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H24,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R25,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Suining, Hunan",C. Zhang Zhang204,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G25,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R25,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Suining, Hunan",C. Zhang Zhang204,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H25,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R26,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yongshun, Hunan",C. Zhang Zhang207,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G26,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R26,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yongshun, Hunan",C. Zhang Zhang207,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H26,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R27,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yongshun, Hunan",C. Zhang Zhang207,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G27,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R27,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yongshun, Hunan",C. Zhang Zhang207,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H27,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R28,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yongshun, Hunan",C. Zhang Zhang207,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G28,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R28,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yongshun, Hunan",C. Zhang Zhang207,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H28,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R29,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yongshun, Hunan",C. Zhang Zhang208,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G29,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R29,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yongshun, Hunan",C. Zhang Zhang208,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H29,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R30,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yongshun, Hunan",C. Zhang Zhang208,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G30,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R30,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yongshun, Hunan",C. Zhang Zhang208,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H30,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R31,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Fenghuang, Hunan",C. Zhang Zhang306,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G31,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R31,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Fenghuang, Hunan",C. Zhang Zhang306,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H31,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R32,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Fenghuang, Hunan",C. Zhang Zhang306,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G32,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R32,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Fenghuang, Hunan",C. Zhang Zhang306,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H32,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R33,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Fenghuang, Hunan",C. Zhang Zhang306,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G33,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R33,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Fenghuang, Hunan",C. Zhang Zhang306,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H33,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R34,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Longshan, Hunan",C. Zhang Zhang307,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G34,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R34,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Longshan, Hunan",C. Zhang Zhang307,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H34,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R35,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Longshan, Hunan",C. Zhang Zhang307,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G35,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R35,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Longshan, Hunan",C. Zhang Zhang307,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H35,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R36,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Longshan, Hunan",C. Zhang Zhang307,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G36,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R36,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Longshan, Hunan",C. Zhang Zhang307,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H36,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R37,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Longshan, Hunan",C. Zhang Zhang307,BNU,INNER_SEPAL,SepalC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G37,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R37,E. baojingense,Epimedium baojingense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Longshan, Hunan",C. Zhang Zhang307,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H37,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R38,E. borealiguizhouense,Epimedium borealiguizhouense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Youyang, Chongqing",C. Zhang Zhang215,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G38,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R38,E. borealiguizhouense,Epimedium borealiguizhouense,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Youyang, Chongqing",C. Zhang Zhang215,BNU,PETAL_SPUR,SpurC,4,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H38,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
